id_prod,date,session_id,client_id
1_378,2021-12-17 10:56:48.676489,s_135708,c_6171
0_1261,2021-09-29 02:05:58.145605,s_97137,c_2666
0_1358,2021-06-14 20:40:38.112771,s_48718,c_6633
0_1156,2021-05-05 13:12:48.458758,s_30260,c_8203
1_395,2022-01-27 18:34:58.912221,s_156072,c_2555
0_1628,2021-10-28 02:22:40.188229,s_111144,c_699
0_1437,2021-05-04 18:43:03.633177,s_29906,c_5507
1_615,2022-01-28 08:21:07.014792,s_156346,c_8146
1_383,2021-09-18 12:32:41.840711,s_91747,c_1609
0_2118,2021-08-19 01:36:23.543058,s_77657,c_714
0_1461,2021-11-28 23:17:58.513660,s_126513,c_159
0_1435,2021-11-02 06:54:22.913218,s_113595,c_6755
1_718,2021-06-10 12:28:25.384492,s_46717,c_1609
1_601,2021-11-01 09:35:28.451134,s_113120,c_2375
0_1489,2021-10-16 11:07:18.919442,s_105581,c_1609
0_1440,2021-06-16 18:52:36.009593,s_49576,c_3206
0_1623,2021-09-28 13:03:50.626989,s_96879,c_6714
0_1299,2021-12-29 11:37:26.580978,s_141795,c_8392
0_1464,2021-04-27 02:03:15.566614,s_26311,c_1857
0_2076,2021-12-24 08:34:23.372323,s_139181,c_6714
2_79,2021-10-30 00:09:11.349274,s_112039,c_2593
0_1421,2021-09-20 06:39:24.010766,s_92614,c_6714
1_488,2022-01-09 16:11:52.344404,s_147343,c_985
0_1339,2021-09-05 15:43:04.906367,s_85436,c_2775
1_337,2021-08-01 08:44:08.211285,s_69875,c_897
0_2044,2021-06-22 02:27:44.196246,s_51985,c_5017
0_272,2021-04-21 23:13:21.390952,s_23868,c_4772
2_43,2022-02-15 23:01:09.117337,s_165768,c_3791
2_140,2021-12-29 05:34:21.589033,s_141685,c_5800
0_828,2021-12-11 21:37:14.806367,s_132951,c_1190
0_2179,2021-12-27 06:49:50.706736,s_140692,c_368
0_1399,2021-04-05 22:01:19.176929,s_16503,c_3508
0_1401,2021-03-30 17:17:08.150230,s_13608,c_5822
0_1332,2021-09-10 20:17:29.654280,s_87932,c_4135
1_449,2022-01-17 04:41:19.692858,s_150978,c_2614
1_406,2021-03-19 08:45:50.764592,s_8412,c_6714
0_1424,2021-12-05 03:32:22.224345,s_129582,c_1882
1_264,2021-12-09 03:13:20.272119,s_131584,c_2590
0_1453,2021-06-10 03:36:44.206065,s_46541,c_7983
0_1421,2021-10-23 21:36:00.781472,s_109138,c_5615
0_1145,2021-09-17 03:21:40.968287,s_91068,c_5037
0_1525,2021-03-24 23:51:02.204865,s_11020,c_8311
1_388,2021-12-29 14:14:06.334893,s_141869,c_5573
0_2222,2021-06-20 11:51:23.036176,s_51277,c_3085
1_731,2021-11-23 05:26:31.903959,s_123716,c_3133
0_2239,2021-11-14 05:46:27.421546,s_119381,c_4862
1_398,2021-09-20 02:51:08.210603,s_92542,c_7515
0_1449,2021-10-06 17:13:59.895867,s_100928,c_7407
1_445,2021-05-03 02:56:28.851873,s_29126,c_7167
0_1075,2021-03-14 12:45:17.857774,s_6222,c_3049
0_1481,2021-05-16 08:15:35.318458,s_35187,c_2550
1_389,2021-05-11 22:16:47.992158,s_33225,c_261
1_655,2021-05-07 11:44:41.918494,s_31134,c_2766
1_249,2021-08-06 20:43:31.381847,s_72269,c_5964
0_585,2021-03-01 13:04:00.746951,s_266,c_3637
0_1564,2021-04-25 07:01:10.065446,s_25434,c_1407
0_1347,2021-08-19 16:22:22.119631,s_77929,c_6801
0_1401,2021-03-18 02:56:01.954753,s_7866,c_5578
0_1069,2021-11-16 08:24:11.703995,s_120406,c_4943
2_223,2021-07-19 03:12:58.884650,s_64239,c_8434
1_702,2021-04-29 02:16:40.849218,s_27237,c_2918
0_1490,2022-02-20 13:52:16.301272,s_168151,c_8548
0_1419,2021-05-08 21:38:50.707395,s_31831,c_1770
0_1189,2021-09-05 13:59:35.030859,s_85415,c_1609
1_374,2021-11-04 10:33:54.037158,s_114606,c_6714
0_1143,2021-12-04 19:27:11.790092,s_129418,c_7818
1_547,2021-11-10 21:49:27.896955,s_117704,c_6908
0_1328,2021-05-24 18:16:35.597764,s_38984,c_325
0_2171,2021-03-31 00:12:37.497967,s_13751,c_2810
0_1833,2021-09-14 12:44:54.222671,s_89770,c_8568
0_2258,2021-09-07 10:13:39.167394,s_86273,c_1758
1_459,2021-07-27 23:08:20.300634,s_67981,c_6605
1_442,2021-12-16 20:04:45.502772,s_135391,c_74
1_622,2021-09-05 15:32:23.823254,s_85447,c_2047
1_456,2021-06-18 15:24:44.352784,s_50392,c_3285
0_2074,2021-10-31 02:03:18.728733,s_112515,c_7342
0_1955,2021-06-04 17:16:14.118540,s_44023,c_1754
0_1229,2022-02-26 13:12:28.074930,s_171184,c_6186
1_669,2021-07-18 09:06:15.179915,s_63869,c_1242
0_1026,2021-10-02 14:49:23.062811,s_98955,c_1609
0_1594,2021-09-13 19:33:31.214384,s_89427,c_6258
0_1972,2021-10-08 12:39:54.974232,s_101790,c_4071
0_1524,2021-09-24 14:02:40.978220,s_94800,c_6714
0_1596,2021-09-15 09:28:12.279393,s_90224,c_6259
2_221,2021-11-22 22:00:16.794065,s_123561,c_8410
1_718,2021-08-08 04:47:02.449594,s_72847,c_2662
0_1355,2021-03-30 01:07:41.859458,s_13305,c_1609
0_1565,2021-05-21 23:49:01.961280,s_37719,c_1183
0_1181,2021-06-20 22:31:42.882683,s_51463,c_6664
0_2238,2022-01-17 18:15:40.649424,s_151244,c_2869
1_519,2021-11-11 17:49:48.772496,s_118118,c_2410
2_110,2022-02-18 11:53:31.249669,s_167093,c_128
1_378,2021-03-14 04:19:23.583644,s_6047,c_3134
0_1414,2021-04-08 14:07:19.747125,s_17735,c_5577
1_105,2021-11-30 09:39:31.687272,s_127249,c_7672
0_1524,2021-11-22 19:53:13.751689,s_123506,c_5206
1_312,2022-02-23 17:02:31.467402,s_169738,c_4210
0_1007,2022-01-22 15:34:00.397357,s_153576,c_4409
1_134,2021-12-20 07:43:34.620189,s_137105,c_64
1_108,2021-09-13 19:42:57.995231,s_89433,c_2783
0_1319,2021-04-28 06:56:58.994630,s_26863,c_4853
0_1130,2021-04-27 01:16:32.928559,s_26273,c_5821
1_320,2021-08-22 17:51:02.542227,s_79274,c_7022
0_371,2021-09-19 05:53:06.820543,s_92113,c_1413
1_718,2021-07-17 17:15:24.780842,s_63577,c_858
1_414,2021-04-20 23:08:46.704021,s_23380,c_5902
0_1299,2022-02-14 06:21:09.610410,s_164875,c_503
0_2236,2021-10-13 20:30:51.930766,s_104328,c_110
1_413,2022-02-03 21:06:06.719565,s_159542,c_1732
0_1512,2021-05-12 04:06:53.451082,s_33326,c_588
2_211,2021-05-08 18:45:08.665598,s_31768,c_6736
0_1079,2021-11-11 01:39:25.504605,s_117788,c_8095
0_2004,2021-03-23 13:53:35.235941,s_10384,c_4491
1_379,2021-04-12 15:36:54.618202,s_19607,c_2854
0_2245,2021-11-24 17:35:59.911427,s_124474,c_5120
0_1013,2022-01-10 06:28:45.761346,s_147648,c_7349
1_333,2021-08-31 07:36:35.178972,s_83042,c_110
1_398,2021-11-22 08:35:49.418878,s_123297,c_2535
1_353,2022-02-04 06:51:28.988395,s_159739,c_96
1_635,2021-08-03 17:44:39.296895,s_70934,c_8002
1_720,2022-01-07 02:36:19.883516,s_146124,c_4511
1_57,2021-09-24 12:09:31.091358,s_94760,c_8320
0_1604,2021-12-18 21:28:21.908224,s_136417,c_1434
0_1754,2021-05-16 15:32:08.655452,s_35337,c_556
0_1532,2021-09-28 14:13:34.352225,s_96908,c_2093
1_670,2021-08-17 20:39:48.290290,s_77122,c_2620
0_2222,2021-03-08 20:34:24.940775,s_3613,c_8150
0_1542,2021-04-12 01:59:14.018465,s_19351,c_2807
2_85,2021-05-19 10:47:33.548826,s_36593,c_5145
0_1166,2021-11-09 09:39:48.171654,s_116987,c_6849
0_2113,2021-12-30 18:43:22.934755,s_142468,c_8094
1_417,2022-01-22 22:57:47.859139,s_153738,c_2004
0_1542,2021-09-28 19:46:32.126248,s_97026,c_1258
1_708,2021-05-07 23:25:38.372443,s_31376,c_3587
0_1207,2021-12-25 14:05:52.130813,s_139829,c_1609
0_1317,2021-08-13 10:16:10.166692,s_75136,c_135
0_1147,2021-10-18 05:14:34.879211,s_106465,c_1609
1_425,2021-07-26 04:42:35.484640,s_67228,c_2014
0_1333,2021-10-10 00:12:52.359290,s_102502,c_4153
0_894,2021-11-13 23:07:58.941813,s_119214,c_124
0_1053,2021-09-27 06:07:13.599155,s_96202,c_3842
2_157,2022-02-26 09:50:45.727914,s_171112,c_5351
0_2048,2022-01-01 10:39:19.772301,s_143339,c_7827
1_379,2021-07-22 04:10:12.718967,s_65521,c_3031
1_480,2021-12-29 11:22:02.085637,s_141808,c_1925
0_1218,2021-10-01 19:52:34.622270,s_98580,c_6669
0_1600,2022-01-08 14:48:37.825213,s_146862,c_1609
1_542,2021-12-27 02:19:40.237578,s_140600,c_4454
0_1158,2021-12-17 21:22:04.057706,s_135933,c_648
0_2006,2021-11-07 08:45:16.613785,s_116016,c_5663
1_692,2022-02-15 05:01:42.410521,s_165386,c_4107
0_275,2021-04-11 04:01:06.588267,s_18919,c_2786
0_1368,2021-05-08 02:41:36.031180,s_31449,c_536
1_731,2021-05-22 11:22:25.005281,s_37947,c_3766
2_41,2022-01-16 14:28:32.977066,s_150686,c_4958
0_2137,2022-01-17 12:15:39.109072,s_151128,c_8279
0_1190,2021-03-07 07:44:01.870738,s_2921,c_5671
0_642,2021-10-03 06:25:21.737591,s_99277,c_2718
0_1137,2021-09-16 12:37:20.256130,s_90774,c_7728
1_134,2021-12-06 21:18:53.701810,s_130451,c_2082
1_412,2021-04-01 22:02:44.808348,s_14648,c_3706
1_412,2021-06-13 19:07:32.224994,s_48216,c_4282
0_2021,2021-04-25 09:26:48.794962,s_25475,c_4167
1_572,2021-05-25 17:31:54.757684,s_39429,c_5750
0_1354,2021-12-14 18:09:57.295477,s_134351,c_5377
1_388,2022-02-04 09:46:36.402121,s_159792,c_3786
1_245,2022-01-28 00:27:19.900582,s_156191,c_7530
0_1419,2021-07-04 19:55:44.350440,s_57887,c_5726
0_1023,2021-12-31 03:21:23.169513,s_142652,c_1609
1_362,2021-07-16 07:08:00.233981,s_62962,c_1584
0_134,2022-02-28 14:26:03.650593,s_172228,c_1424
1_412,2021-07-26 04:03:21.198937,s_67230,c_6279
1_286,2021-05-25 22:51:42.607352,s_39521,c_3454
0_1078,2021-05-29 16:27:10.654054,s_41263,c_7691
0_1786,2021-07-08 05:17:53.565974,s_59378,c_1067
0_1501,2021-12-22 07:24:15.885828,s_138104,c_7536
0_1007,2021-05-08 16:53:44.449111,s_31729,c_5743
1_280,2021-08-30 22:15:10.985688,s_82868,c_4421
1_406,2021-11-09 20:34:51.985243,s_117213,c_8025
0_1596,2021-12-13 23:02:07.250062,s_133951,c_5377
0_1566,2021-04-12 20:00:15.204683,s_19677,c_6249
1_12,2021-12-19 01:18:14.901387,s_136473,c_3980
0_1107,2022-01-27 10:28:35.633226,s_155926,c_2115
2_207,2022-01-07 20:31:29.278855,s_146484,c_2080
0_1349,2021-09-10 02:44:03.278835,s_87564,c_2812
0_1298,2022-02-04 04:15:45.461464,s_159689,c_6539
0_1386,2021-05-21 18:43:18.500503,s_37642,c_6864
1_152,2021-09-25 03:33:05.896655,s_95085,c_7632
0_1236,2021-03-20 10:59:30.871701,s_8950,c_7632
1_708,2021-09-09 14:55:54.049925,s_87339,c_8412
0_1604,2022-01-22 17:27:03.838741,s_153617,c_1830
0_2305,2021-03-27 04:14:00.146469,s_12011,c_3203
1_403,2021-11-25 23:41:03.761080,s_125067,c_3454
0_1273,2021-04-04 06:06:58.533113,s_15757,c_1455
0_1472,2021-11-16 16:07:38.572668,s_120552,c_5346
0_1363,2022-02-04 19:00:49.066818,s_159986,c_5243
0_1883,2021-10-24 09:11:46.830772,s_109371,c_1247
0_1418,2021-10-13 13:03:50.094421,s_104185,c_129
1_572,2021-05-22 12:50:55.393333,s_37960,c_8604
2_39,2021-06-16 13:09:12.089641,s_49474,c_154
0_1474,2021-05-26 21:49:50.283319,s_39964,c_5453
0_1727,2021-11-18 18:02:20.177501,s_121601,c_138
0_1414,2021-07-20 04:05:10.279774,s_64677,c_2068
0_1350,2021-09-23 22:49:28.934287,s_94472,c_4031
1_726,2021-11-21 08:50:34.100033,s_122841,c_7565
1_396,2021-10-30 02:07:56.043284,s_112083,c_4877
1_617,2021-07-27 06:47:51.184881,s_67694,c_6468
1_385,2021-11-10 01:23:01.792512,s_117300,c_4092
1_478,2021-12-31 03:32:48.552186,s_142648,c_5367
1_413,2021-12-15 23:00:34.182005,s_134961,c_4830
1_643,2021-06-26 13:09:37.046877,s_54093,c_1369
0_849,2021-04-18 21:05:58.909899,s_22457,c_6802
0_1460,2022-02-01 09:29:14.790824,s_158292,c_1609
0_1512,2022-01-31 14:19:37.239291,s_157904,c_5861
1_274,2021-06-30 07:18:59.439079,s_55866,c_234
1_378,2021-11-20 20:57:43.357191,s_122598,c_5381
1_69,2021-06-10 04:37:54.001658,s_46567,c_126
0_1416,2021-04-27 05:08:34.594311,s_26379,c_7914
0_1073,2022-01-08 02:02:59.159635,s_146590,c_7122
2_9,2021-08-15 16:06:27.106898,s_76135,c_1169
1_412,2021-11-18 14:59:14.699443,s_121540,c_3786
0_1429,2021-09-14 21:52:23.650225,s_89970,c_778
1_267,2021-09-16 11:57:20.372988,s_90765,c_6025
2_110,2021-07-16 04:11:30.722883,s_62891,c_1038
0_1358,2021-12-18 12:04:37.433392,s_136222,c_8138
1_521,2021-10-29 09:44:32.429925,s_111740,c_3908
0_1313,2021-04-06 05:39:57.210758,s_16668,c_4116
0_2129,2021-08-23 21:11:28.133456,s_79775,c_4454
0_1580,2021-09-16 18:38:15.412195,s_90900,c_1538
1_285,2022-01-18 19:59:26.888023,s_151804,c_1423
0_1152,2021-08-21 02:43:21.993644,s_78561,c_1609
0_1266,2022-01-29 08:22:48.401451,s_156840,c_5325
0_1353,2021-11-13 02:35:21.728483,s_118814,c_2556
1_503,2022-02-23 22:23:28.176136,s_169855,c_7390
0_1136,2021-06-30 05:29:11.389520,s_55822,c_1609
2_105,2021-04-06 00:39:17.258791,s_16565,c_8072
0_1158,2021-09-27 05:30:53.394262,s_96190,c_8547
1_435,2021-03-28 08:47:44.805922,s_12541,c_1609
1_584,2021-05-21 21:42:23.367137,s_37695,c_5305
0_0,2021-05-12 17:10:15.049722,s_33580,c_4702
0_1485,2021-05-11 04:14:02.084182,s_32848,c_6804
1_562,2021-05-17 01:12:21.667415,s_35518,c_7208
1_630,2021-07-27 16:12:24.858558,s_67867,c_6431
1_445,2022-02-24 08:31:15.527672,s_170074,c_7005
0_2114,2022-02-27 09:27:25.649710,s_171613,c_786
0_1517,2021-09-15 09:56:57.718870,s_90213,c_4563
0_1692,2021-08-25 15:09:25.647488,s_80508,c_2
0_1440,2021-08-12 09:57:31.599752,s_74697,c_925
0_1442,2021-06-11 20:41:20.139875,s_47340,c_4116
0_1628,2021-12-22 01:41:25.963697,s_137989,c_5274
0_2060,2021-06-18 12:37:58.299845,s_50336,c_3708
0_1479,2021-04-20 15:49:58.839606,s_23264,c_6253
0_1929,2021-12-25 08:11:01.848152,s_139692,c_5290
1_716,2021-11-25 19:59:26.975616,s_124986,c_3696
0_1038,2021-03-18 13:53:23.307458,s_8064,c_5638
0_1642,2021-05-08 03:44:26.190414,s_31454,c_368
1_453,2021-05-17 06:20:40.808381,s_35609,c_3732
0_1422,2021-10-02 23:07:28.031758,s_99129,c_1570
1_459,2021-03-17 08:42:52.346590,s_7509,c_6721
1_333,2021-04-18 06:15:57.873238,s_22177,c_2616
0_1405,2021-03-14 11:09:19.688208,s_6186,c_1625
2_148,2022-01-26 19:32:12.247319,s_155599,c_801
1_535,2021-12-10 07:44:22.350462,s_132194,c_391
0_1631,2021-09-05 10:57:42.483139,s_85346,c_3769
0_1281,2022-02-13 10:02:49.409794,s_164464,c_676
1_379,2021-09-17 09:57:38.082234,s_91210,c_8513
0_465,2021-10-14 02:09:13.133514,s_104445,c_2265
2_135,2021-11-11 14:42:35.993247,s_118058,c_2794
0_1382,2021-06-01 02:54:23.174710,s_42376,c_3627
0_1330,2021-06-11 04:07:30.760860,s_47001,c_6189
0_1471,2022-01-17 20:05:23.030782,s_151299,c_5037
0_1515,2021-03-20 11:38:02.709332,s_8964,c_1850
0_1507,2021-11-02 20:48:37.362580,s_113862,c_2091
0_1416,2021-04-29 14:07:20.025364,s_27482,c_6923
0_996,2021-08-26 05:59:09.410168,s_80794,c_2580
0_1627,2021-04-24 14:23:41.084650,s_25096,c_8346
1_449,2021-08-11 09:46:00.226200,s_74261,c_7198
1_488,2022-02-21 03:03:41.118047,s_168436,c_5850
1_287,2021-03-24 03:15:12.522820,s_10646,c_1003
1_249,2022-01-15 01:07:15.250911,s_149954,c_6241
0_1096,2021-09-10 07:51:09.471333,s_87666,c_6412
0_1609,2021-12-27 23:17:32.240826,s_141046,c_3454
0_1834,2021-07-30 11:35:58.943236,s_69074,c_699
0_1485,2021-10-16 17:08:55.931225,s_105713,c_7621
0_1057,2021-04-11 05:57:49.148042,s_18948,c_6331
0_1590,2021-08-16 16:11:31.548531,s_76593,c_1627
0_2018,2021-11-08 19:12:20.835131,s_116718,c_590
0_1029,2021-07-24 22:26:54.181819,s_66720,c_8138
0_1598,2021-07-10 16:52:08.133648,s_60508,c_2505
0_1046,2021-12-04 13:36:09.830403,s_129314,c_742
0_372,2022-02-28 13:58:53.155173,s_172213,c_5352
1_451,2021-06-28 22:55:07.939327,s_55236,c_3309
0_1094,2021-11-19 12:42:07.322619,s_121978,c_6697
0_633,2022-01-11 08:38:23.862541,s_148167,c_2551
1_432,2021-03-30 17:14:51.694479,s_13602,c_5205
0_1521,2021-03-29 10:15:15.119630,s_13051,c_421
0_1393,2022-02-24 22:49:01.986355,s_170393,c_6895
0_1319,2021-03-09 01:12:33.853251,s_3709,c_7246
0_1096,2021-05-23 21:37:58.555660,s_38589,c_3141
1_209,2021-09-18 18:12:48.680910,s_91858,c_1758
1_567,2022-02-17 09:02:26.722334,s_166514,c_1154
0_2167,2021-03-02 11:20:37.171395,s_709,c_7421
1_288,2022-01-01 11:21:13.572137,s_143352,c_2728
0_1345,2021-09-28 12:26:13.857688,s_96869,c_8312
0_1619,2021-09-01 18:33:40.849952,s_83675,c_2997
0_2216,2021-05-05 07:51:42.220516,s_30162,c_7317
1_412,2021-12-09 23:34:48.000656,s_132022,c_6714
2_168,2021-11-10 12:41:45.565609,s_117522,c_5927
0_1430,2021-03-19 12:15:20.476910,s_8492,c_8574
2_62,2021-12-03 19:36:31.829142,s_128939,c_1907
0_1130,2021-08-20 22:08:22.730618,s_78485,c_782
1_417,2021-06-12 07:18:04.462179,s_47532,c_2391
0_1030,2021-09-08 01:39:03.439091,s_86593,c_2897
0_1457,2021-12-10 09:39:41.914662,s_132237,c_147
2_26,2021-06-30 04:06:15.829123,s_55794,c_2676
1_250,2021-12-09 13:15:04.304279,s_131801,c_1171
1_542,2021-12-07 11:32:18.771609,s_130752,c_5254
0_1437,2021-03-28 13:39:44.284650,s_12634,c_3986
0_2083,2022-01-26 22:52:56.903803,s_155687,c_6248
0_2305,2021-08-01 20:52:12.935069,s_70104,c_226
0_2116,2021-05-01 08:48:09.629698,s_28339,c_5022
0_1722,2021-07-02 15:59:13.244921,s_56927,c_5545
1_612,2022-01-18 19:18:09.663013,s_151779,c_8384
0_1322,2021-04-09 14:31:04.336357,s_18206,c_4678
0_1569,2021-06-03 18:38:37.500098,s_43615,c_7118
0_2233,2021-09-21 21:08:59.227993,s_93410,c_2062
0_1404,2022-02-17 19:24:36.972251,s_166735,c_2314
0_2154,2022-02-26 22:08:37.923478,s_171373,c_6981
0_1156,2021-10-12 07:31:27.268003,s_103587,c_6595
0_2156,2021-05-20 20:13:29.819803,s_37223,c_2003
0_1471,2022-02-21 06:48:22.945320,s_168496,c_1535
0_1361,2021-03-21 06:35:05.172445,s_9325,c_7702
1_283,2021-08-21 12:45:36.269505,s_78748,c_4854
1_441,2021-04-10 06:03:38.010816,s_18509,c_5949
1_436,2022-01-24 08:04:53.263820,s_154426,c_6288
1_204,2021-03-14 03:58:26.468926,s_6042,c_2277
1_304,2021-03-05 20:59:40.610625,s_2258,c_6480
2_10,2022-02-06 08:36:47.443770,s_160779,c_1903
0_2307,2022-02-04 00:31:03.147529,s_159617,c_790
1_157,2021-08-14 23:19:08.129595,s_75814,c_7145
1_493,2021-11-29 03:32:36.122314,s_126634,c_964
1_643,2021-03-23 16:37:48.688427,s_10445,c_1826
1_265,2021-09-29 03:45:48.271571,s_97195,c_1576
0_1163,2021-09-09 01:17:33.111665,s_87075,c_1949
0_1736,2021-11-06 23:31:40.315505,s_115820,c_3834
0_2203,2021-06-02 05:01:17.727933,s_42905,c_3090
1_29,2021-11-09 15:15:40.716067,s_117108,c_1767
1_257,2021-12-29 13:21:40.633203,s_141850,c_3653
0_1168,2021-08-29 23:10:55.056105,s_82417,c_3240
0_1479,2021-04-18 09:16:11.960118,s_22236,c_2457
0_1328,2021-10-01 14:17:47.537905,s_98445,c_1840
0_2127,2021-10-09 03:41:51.941251,s_102100,c_4464
1_535,2022-01-19 16:43:50.682650,s_152189,c_6669
0_1455,2021-10-02 01:20:19.079065,s_98690,c_6714
0_1392,2021-03-05 15:05:50.561614,s_2146,c_996
0_1553,2022-02-22 10:58:12.689421,s_169111,c_1609
0_1526,2021-06-10 15:29:31.082766,s_46776,c_3721
0_1205,2021-04-07 00:19:56.844423,s_17017,c_7751
0_1396,2021-08-06 20:03:17.188972,s_72248,c_7917
0_1483,2021-06-24 15:39:39.156898,s_53179,c_5201
0_1076,2022-01-20 00:05:10.661089,s_152338,c_1609
0_331,2022-01-10 19:06:34.433449,s_147897,c_6714
0_1296,2021-07-08 11:35:59.840327,s_59511,c_6129
1_648,2021-04-23 00:13:13.044508,s_24367,c_8370
1_434,2021-03-05 14:28:42.616231,s_2136,c_4329
1_457,2021-12-25 20:17:43.297382,s_139962,c_7586
1_325,2021-12-31 08:48:42.399130,s_142776,c_8364
1_426,2022-02-05 05:49:12.745965,s_160224,c_4083
1_488,2021-12-29 11:24:34.208581,s_141811,c_6544
0_1391,2021-11-29 10:41:55.214973,s_126775,c_7654
1_417,2021-06-26 04:16:08.035897,s_53914,c_1632
1_396,2021-12-27 07:40:47.662176,s_140707,c_7975
0_1340,2021-04-12 23:30:57.608952,s_19751,c_4562
0_1342,2021-04-10 11:17:59.049627,s_18604,c_3454
0_1342,2021-05-13 00:46:31.740286,s_33723,c_2065
0_1996,2021-03-09 23:49:40.599516,s_4138,c_3069
0_1072,2021-09-19 09:10:29.702449,s_92180,c_1208
0_2119,2022-01-17 01:19:38.420542,s_150904,c_5960
1_586,2021-07-02 13:36:07.391944,s_56876,c_4080
1_441,2021-11-21 14:49:55.230885,s_122947,c_6498
0_1172,2021-03-18 07:00:15.453212,s_7920,c_5278
1_365,2021-09-07 16:13:08.190022,s_86399,c_2821
1_446,2022-01-30 07:28:42.886917,s_157306,c_6732
2_115,2021-06-25 08:24:17.480814,s_53498,c_4738
0_838,2021-07-01 23:49:58.654572,s_56628,c_1568
0_2187,2021-05-14 06:35:29.318394,s_34291,c_944
2_96,2021-10-27 11:45:40.145152,s_110876,c_1634
0_1096,2022-02-04 14:16:00.633692,s_159880,c_6075
1_456,2021-06-21 15:27:03.534998,s_51795,c_778
0_2018,2022-02-18 16:32:33.746590,s_167186,c_393
0_1531,2021-03-11 03:10:44.769834,s_4662,c_5993
0_1546,2021-07-15 01:59:11.274049,s_62417,c_6043
0_1574,2021-10-06 02:49:56.811547,s_100652,c_1609
0_1578,2021-09-09 00:41:49.319579,s_87062,c_7861
1_657,2021-11-28 05:42:30.359126,s_126201,c_5738
0_1934,2021-03-14 10:29:58.350745,s_6178,c_1115
0_2068,2021-06-15 11:00:38.185992,s_48977,c_6108
2_228,2021-07-12 12:25:55.450763,s_61259,c_1707
0_1353,2021-12-14 03:52:52.987424,s_134046,c_1708
0_1483,2021-12-23 18:13:09.472401,s_138874,c_2900
1_426,2021-08-31 09:33:15.620682,s_83082,c_3806
0_1833,2022-01-07 17:46:28.176220,s_146425,c_8058
0_1004,2021-10-11 07:12:52.794255,s_103134,c_774
1_392,2021-11-19 13:50:35.481069,s_122007,c_4182
0_1047,2021-10-17 08:43:20.861069,s_106041,c_1855
1_673,2022-01-02 08:46:09.903619,s_143769,c_3453
0_1782,2021-12-27 19:39:29.323086,s_140962,c_5522
0_1594,2021-08-18 17:49:33.227543,s_77514,c_774
0_1334,2021-03-05 19:39:04.910082,s_2230,c_6770
1_400,2022-02-18 18:12:23.988733,s_167219,c_8261
0_1409,2021-05-04 00:08:49.347138,s_29534,c_4978
2_135,2021-03-17 19:52:16.808906,s_7719,c_2451
0_2216,2021-05-19 12:20:41.880222,s_36626,c_3320
0_1029,2021-09-27 16:08:42.591028,s_96417,c_6714
0_1531,2021-11-08 15:28:51.671738,s_116637,c_2511
0_1355,2021-09-18 20:45:26.324793,s_91909,c_8223
0_2183,2021-12-29 20:12:24.676394,s_141999,c_5790
2_185,2021-10-01 17:56:54.696129,s_98536,c_7746
1_265,2022-02-04 15:02:40.618810,s_159904,c_6597
0_1551,2021-12-16 23:46:36.331808,s_135473,c_7250
1_437,2021-09-15 06:22:38.280944,s_90153,c_2939
0_1382,2021-12-06 10:40:58.776786,s_130228,c_6381
0_1410,2021-03-27 18:24:05.996938,s_12272,c_5257
1_448,2022-01-16 15:11:15.207228,s_150706,c_4082
0_1903,2021-03-11 15:08:22.824553,s_4888,c_1920
0_1438,2021-04-05 11:13:32.197272,s_16305,c_2747
1_461,2021-05-19 06:49:33.643127,s_36506,c_7720
0_1626,2022-01-16 02:34:26.052206,s_150457,c_1663
1_431,2021-07-12 09:21:35.082639,s_61229,c_5092
2_147,2021-04-19 10:34:17.968951,s_22716,c_4958
0_1635,2021-10-04 06:39:13.932942,s_99763,c_3977
2_151,2021-11-25 15:00:22.351326,s_124908,c_6388
0_1612,2022-01-22 13:12:30.169904,s_153535,c_1844
1_441,2022-01-02 10:52:26.859370,s_143831,c_1609
0_1566,2021-10-24 13:34:51.598896,s_109444,c_6714
1_369,2022-01-17 07:15:06.946236,s_151025,c_8603
0_1121,2022-02-28 09:14:01.960833,s_172117,c_2422
0_1023,2022-02-25 10:28:31.959670,s_170619,c_5719
1_325,2021-03-19 20:01:27.294085,s_8647,c_8286
0_1158,2021-06-21 09:09:50.665690,s_51674,c_8368
0_1474,2021-03-24 02:50:44.065713,s_10635,c_6132
1_364,2021-11-29 17:00:02.631174,s_126898,c_3346
1_376,2021-05-29 11:03:00.229947,s_41156,c_2667
1_436,2022-02-02 03:09:27.770979,s_158646,c_2379
0_1476,2021-03-18 17:33:27.256096,s_8137,c_8451
1_379,2021-08-05 06:36:12.463377,s_71590,c_6717
1_299,2021-11-29 20:08:33.986609,s_126964,c_1708
0_1501,2021-03-10 18:54:54.844802,s_4512,c_7536
0_1390,2021-04-30 13:01:43.775757,s_27954,c_650
0_1941,2021-04-07 21:49:14.023839,s_17416,c_1424
1_161,2021-11-10 19:53:02.787100,s_117662,c_7525
0_1730,2022-01-21 21:41:54.175581,s_153250,c_2812
1_414,2022-02-08 19:53:33.753378,s_162064,c_8395
0_1426,2022-02-05 21:35:00.907701,s_160545,c_721
0_2044,2021-07-09 02:18:05.001993,s_59800,c_2381
1_633,2022-01-04 03:30:34.154139,s_144658,c_8301
1_456,2021-07-08 16:21:59.994489,s_59609,c_211
1_288,2022-01-22 21:04:31.899809,s_153700,c_4014
0_2230,2021-07-10 11:10:08.316385,s_60408,c_6148
